Attendance,Away,Date,Day,Home,Score,Time,Venue,Half_time,year,Distance,home_win,home_team_form
,Udinese,2020-11-06,Fri,Sassuolo,0-0,20:45,Mapei Stadium - Città del Tricolore,(0-0),2020,250.87010771479900,0,0.5
,Fiorentina,2020-11-07,Sat,Parma,0-0,20:45,Stadio Ennio Tardini,(0-0),2020,135.5568445766750,0,0.5
,Sampdoria,2020-11-07,Sat,Cagliari,2-0,15:00,Sardegna Arena,(0-0),2020,579.631362219898,1,0.5
,Spezia,2020-11-07,Sat,Benevento,0-3,18:00,Stadio Ciro Vigorito,(0-1),2020,525.6391290928590,0,0.5
,AS Roma,2020-11-08,Sun,Genoa,1-3,15:00,Stadio Comunale Luigi Ferraris,(0-1),2020,396.34249898601200,0,0.5
,Crotone,2020-11-08,Sun,Torino,0-0,15:00,Stadio Olimpico di Torino,(0-0),2020,1024.7253418489000,0,0.5
,Hellas Verona,2020-11-08,Sun,AC Milan,2-2,20:45,Stadio Giuseppe Meazza,(1-2),2020,144.56024644073000,0,0.5
,Inter Milan,2020-11-08,Sun,Atalanta,1-1,15:00,Stadio Atleti Azzurri d'Italia,(0-0),2020,50.62272084539420,0,0.5
,Juventus,2020-11-08,Sun,Lazio,1-1,12:30,Stadio Olimpico,(0-1),2020,525.1018556767370,0,0.5
,Napoli,2020-11-08,Sun,Bologna,0-1,18:00,Stadio Renato Dall'Ara,(0-1),2020,470.6374988983220,0,0.5
,Atalanta,2020-11-21,Sat,Spezia,0-0,18:00,Stadio Dino Manuzzi,(0-0),2020,178.871167316574,0,0.5
,Cagliari,2020-11-21,Sat,Juventus,2-0,20:45,Allianz Stadium,(2-0),2020,667.9608404524190,1,0.5
,Lazio,2020-11-21,Sat,Crotone,0-2,15:00,Stadio Ezio Scida,(0-1),2020,506.45581295819500,0,0.5
,AC Milan,2020-11-22,Sun,Napoli,1-3,20:45,Stadio Diego Armando Maradona,(0-1),2020,660.849346236503,0,0.5
,Benevento,2020-11-22,Sun,Fiorentina,0-1,12:30,Stadio Artemio Franchi,(0-0),2020,412.74610214888900,0,0.5
,Bologna,2020-11-22,Sun,Sampdoria,1-2,15:00,Stadio Comunale Luigi Ferraris,(1-1),2020,187.81114792816600,0,0.5
,Genoa,2020-11-22,Sun,Udinese,1-0,18:00,Dacia Arena,(1-0),2020,381.26174910079500,1,0.5
,Parma,2020-11-22,Sun,AS Roma,3-0,15:00,Stadio Olimpico,(3-0),2020,361.13487726488000,1,0.5
,Sassuolo,2020-11-22,Sun,Hellas Verona,0-2,15:00,Stadio Marc'Antonio Bentegodi,(0-1),2020,83.93781035436990,0,0.5
,Torino,2020-11-22,Sun,Inter Milan,4-2,15:00,Stadio Giuseppe Meazza,(0-1),2020,125.26280395239400,1,0.5
,Hellas Verona,2020-11-28,Sat,Atalanta,0-2,20:45,Stadio Atleti Azzurri d'Italia,(0-0),2020,105.03011344573900,0,0.5
,Inter Milan,2020-11-28,Sat,Sassuolo,0-3,15:00,Mapei Stadium - Città del Tricolore,(0-2),2020,147.23360435549800,0,0.5
,Juventus,2020-11-28,Sat,Benevento,1-1,18:00,Stadio Ciro Vigorito,(1-1),2020,730.6153510914350,0,0.5
,AS Roma,2020-11-29,Sun,Napoli,4-0,20:45,Stadio Diego Armando Maradona,(1-0),2020,190.3582363177840,1,0.5
,Crotone,2020-11-29,Sun,Bologna,1-0,15:00,Stadio Renato Dall'Ara,(1-0),2020,770.5701219458350,1,0.5
,Fiorentina,2020-11-29,Sun,AC Milan,2-0,15:00,Stadio Giuseppe Meazza,(2-0),2020,254.93627880825600,1,0.5
,Spezia,2020-11-29,Sun,Cagliari,2-2,18:00,Sardegna Arena,(0-1),2020,547.3620764334330,0,0.5
,Udinese,2020-11-29,Sun,Lazio,1-3,12:30,Stadio Olimpico,(0-2),2020,464.67909792520700,0,0.5
,Parma,2020-11-30,Mon,Genoa,1-2,20:45,Stadio Comunale Luigi Ferraris,(0-1),2020,117.78787939075300,0,0.5
,Sampdoria,2020-11-30,Mon,Torino,2-2,18:30,Stadio Olimpico di Torino,(1-0),2020,124.3883982813310,0,0.5
,Bologna,2020-12-05,Sat,Inter Milan,3-1,20:45,Stadio Giuseppe Meazza,(2-0),2020,204.45103811272000,1,0.5
,Lazio,2020-12-05,Sat,Spezia,1-2,15:00,Stadio Dino Manuzzi,(0-2),2020,323.2861187529620,0,0.5
,Torino,2020-12-05,Sat,Juventus,2-1,18:00,Allianz Stadium,(0-1),2020,7.56735575287785,1,0.5
,AC Milan,2020-12-06,Sun,Sampdoria,1-2,20:45,Stadio Comunale Luigi Ferraris,(0-1),2020,118.77110409643900,0,0.5
,Benevento,2020-12-06,Sun,Parma,0-0,15:00,Stadio Ennio Tardini,(0-0),2020,546.0861213358090,0,0.5
,Cagliari,2020-12-06,Sun,Hellas Verona,1-1,12:30,Stadio Marc'Antonio Bentegodi,(1-0),2020,708.8513602382750,0,0.5
,Napoli,2020-12-06,Sun,Crotone,0-4,18:00,Stadio Ezio Scida,(0-1),2020,316.3671931601610,0,0.5
,Sassuolo,2020-12-06,Sun,AS Roma,0-0,15:00,Stadio Olimpico,(0-0),2020,341.8246503722720,0,0.5
,Genoa,2020-12-07,Mon,Fiorentina,1-1,20:45,Stadio Artemio Franchi,(0-0),2020,199.49234412689900,0,0.5
,Benevento,2020-12-11,Fri,Sassuolo,1-0,20:45,Mapei Stadium - Città del Tricolore,(1-0),2020,522.8900365950880,1,0.5
,Hellas Verona,2020-12-12,Sat,Lazio,1-2,20:45,Stadio Olimpico,(0-1),2020,407.0200194793920,0,0.5
,Spezia,2020-12-12,Sat,Crotone,4-1,15:00,Stadio Ezio Scida,(1-1),2020,825.5230733627100,1,0.5
,Udinese,2020-12-12,Sat,Torino,2-3,18:00,Stadio Olimpico di Torino,(0-1),2020,448.31752025128400,0,0.5
,AS Roma,2020-12-13,Sun,Bologna,1-5,15:00,Stadio Renato Dall'Ara,(1-5),2020,299.0253331111190,0,0.5
,Fiorentina,2020-12-13,Sun,Atalanta,3-0,15:00,Stadio Atleti Azzurri d'Italia,(1-0),2020,249.01613873809500,1,0.5
,Inter Milan,2020-12-13,Sun,Cagliari,1-3,12:45,Sardegna Arena,(1-0),2020,697.4502556886710,0,0.5
,Juventus,2020-12-13,Sun,Genoa,1-3,18:00,Stadio Comunale Luigi Ferraris,(0-0),2020,129.26585903174700,0,0.5
,Parma,2020-12-13,Sun,AC Milan,2-2,20:45,Stadio Giuseppe Meazza,(0-1),2020,122.21474389568100,0,0.5
,Sampdoria,2020-12-13,Sun,Napoli,2-1,15:00,Stadio Diego Armando Maradona,(0-1),2020,586.0743336614400,1,0.5
,Crotone,2020-12-15,Tue,Udinese,0-0,18:30,Dacia Arena,(0-0),2020,841.399153008461,0,0.5
,Lazio,2020-12-15,Tue,Benevento,1-1,20:45,Stadio Ciro Vigorito,(1-1),2020,214.34374467492200,0,0.5
,AC Milan,2020-12-16,Wed,Genoa,2-2,20:45,Stadio Comunale Luigi Ferraris,(0-0),2020,118.77110409643900,0,0.5
,Atalanta,2020-12-16,Wed,Juventus,1-1,18:30,Allianz Stadium,(1-0),2020,173.0084746125310,0,0.5
,Bologna,2020-12-16,Wed,Spezia,2-2,20:45,Stadio Dino Manuzzi,(1-0),2020,127.3975160148910,0,0.5
,Cagliari,2020-12-16,Wed,Parma,0-0,20:45,Stadio Ennio Tardini,(0-0),2020,629.3731365071680,0,0.5
,Napoli,2020-12-16,Wed,Inter Milan,1-0,20:45,Stadio Giuseppe Meazza,(0-0),2020,660.849346236503,1,0.5
,Sampdoria,2020-12-16,Wed,Hellas Verona,1-2,20:45,Stadio Marc'Antonio Bentegodi,(0-1),2020,195.31798355125100,0,0.5
,Sassuolo,2020-12-16,Wed,Fiorentina,1-1,20:45,Stadio Artemio Franchi,(1-1),2020,115.41892463717000,0,0.5
,Torino,2020-12-17,Thu,AS Roma,3-1,20:45,Stadio Olimpico,(2-0),2020,519.7003731677150,1,0.5
,Crotone,2020-12-19,Sat,Sampdoria,3-1,18:00,Stadio Comunale Luigi Ferraris,(2-1),2020,900.5929013678610,1,0.5
,Hellas Verona,2020-12-19,Sat,Fiorentina,1-1,15:00,Stadio Artemio Franchi,(1-1),2020,185.5363832089200,0,0.5
,Juventus,2020-12-19,Sat,Parma,0-4,20:45,Stadio Ennio Tardini,(0-2),2020,215.69342118298300,0,0.5
,AC Milan,2020-12-20,Sun,Sassuolo,1-2,15:00,Mapei Stadium - Città del Tricolore,(0-2),2020,147.23360435549800,0,0.5
,AS Roma,2020-12-20,Sun,Atalanta,4-1,18:00,Stadio Atleti Azzurri d'Italia,(0-1),2020,475.0353950263620,1,0.5
,Bologna,2020-12-20,Sun,Torino,1-1,12:30,Stadio Olimpico di Torino,(0-0),2020,296.06999057922300,0,0.5
,Genoa,2020-12-20,Sun,Benevento,2-0,15:00,Stadio Ciro Vigorito,(0-0),2020,601.386008316321,1,0.5
,Napoli,2020-12-20,Sun,Lazio,2-0,20:45,Stadio Olimpico,(1-0),2020,190.3582363177840,1,0.5
,Spezia,2020-12-20,Sun,Inter Milan,2-1,15:00,Stadio Giuseppe Meazza,(0-0),2020,162.32599838976200,1,0.5
,Udinese,2020-12-20,Sun,Cagliari,1-1,15:00,Sardegna Arena,(1-0),2020,833.6223808726530,0,0.5
,Fiorentina,2020-12-22,Tue,Juventus,0-3,20:45,Allianz Stadium,(0-1),2020,325.2673815719060,0,0.5
,Parma,2020-12-22,Tue,Crotone,2-1,18:30,Stadio Ezio Scida,(2-0),2020,847.3228015594080,1,0.5
,Atalanta,2020-12-23,Wed,Bologna,2-2,20:45,Stadio Renato Dall'Ara,(0-2),2020,186.36226809910800,0,0.5
,Benevento,2020-12-23,Wed,Udinese,0-2,20:45,Dacia Arena,(0-1),2020,566.183362811258,0,0.5
,Cagliari,2020-12-23,Wed,AS Roma,3-2,20:45,Stadio Olimpico,(1-0),2020,413.5917654589300,1,0.5
,Genoa,2020-12-23,Wed,Spezia,1-2,20:45,Stadio Dino Manuzzi,(1-1),2020,76.77522902512600,0,0.5
,Inter Milan,2020-12-23,Wed,Hellas Verona,1-2,18:30,Stadio Marc'Antonio Bentegodi,(0-0),2020,144.56024644073000,0,0.5
,Lazio,2020-12-23,Wed,AC Milan,3-2,20:45,Stadio Giuseppe Meazza,(2-1),2020,476.62238398594400,1,0.5
,Sassuolo,2020-12-23,Wed,Sampdoria,2-3,20:45,Stadio Comunale Luigi Ferraris,(0-1),2020,138.83308293258500,0,0.5
,Torino,2020-12-23,Wed,Napoli,1-1,20:45,Stadio Diego Armando Maradona,(0-0),2020,709.7779834457860,0,0.5
,AC Milan,2021-01-03,Sun,Benevento,0-2,18:00,Stadio Ciro Vigorito,(0-1),2021,667.3216108452870,0,0.5
,Bologna,2021-01-03,Sun,Fiorentina,0-0,15:00,Stadio Artemio Franchi,(0-0),2021,79.07732589754690,0,0.5
,Crotone,2021-01-03,Sun,Inter Milan,6-2,12:30,Stadio Giuseppe Meazza,(2-2),2021,968.6710778988460,1,0.5
,Hellas Verona,2021-01-03,Sun,Spezia,0-1,15:00,Stadio Dino Manuzzi,(0-0),2021,174.28747168937000,0,0.5
,Lazio,2021-01-03,Sun,Genoa,1-1,15:00,Stadio Comunale Luigi Ferraris,(0-1),2021,396.34249898601200,0,0.5
,Napoli,2021-01-03,Sun,Cagliari,1-4,15:00,Sardegna Arena,(0-1),2021,467.8748889163700,0,0.5
,Sampdoria,2021-01-03,Sun,AS Roma,1-0,15:00,Stadio Olimpico,(0-0),2021,396.34249898601200,1,0.5
,Sassuolo,2021-01-03,Sun,Atalanta,5-1,15:00,Stadio Atleti Azzurri d'Italia,(2-0),2021,134.20367626869600,1,0.5
,Torino,2021-01-03,Sun,Parma,0-3,15:00,Stadio Ennio Tardini,(0-1),2021,214.02834778554800,0,0.5
,Udinese,2021-01-03,Sun,Juventus,4-1,20:45,Allianz Stadium,(1-0),2021,446.85815852404400,1,0.5
,AS Roma,2021-01-06,Wed,Crotone,1-3,15:00,Stadio Ezio Scida,(0-3),2021,506.45581295819500,0,0.5
,Benevento,2021-01-06,Wed,Cagliari,1-2,12:30,Sardegna Arena,(1-2),2021,525.6860517736320,0,0.5
,Fiorentina,2021-01-06,Wed,Lazio,2-1,15:00,Stadio Olimpico,(1-0),2021,226.4069458907570,1,0.5
,Genoa,2021-01-06,Wed,Sassuolo,2-1,15:00,Mapei Stadium - Città del Tricolore,(0-0),2021,138.83308293258500,1,0.5
,Hellas Verona,2021-01-06,Wed,Torino,1-1,15:00,Stadio Olimpico di Torino,(0-0),2021,264.18948039852500,0,0.5
,Inter Milan,2021-01-06,Wed,Sampdoria,2-1,15:00,Stadio Comunale Luigi Ferraris,(2-0),2021,118.77110409643900,1,0.5
,Juventus,2021-01-06,Wed,AC Milan,1-3,20:45,Stadio Giuseppe Meazza,(1-1),2021,123.13402248871500,0,0.5
,Parma,2021-01-06,Wed,Atalanta,3-0,15:00,Stadio Atleti Azzurri d'Italia,(1-0),2021,113.97560416244000,1,0.5
,Spezia,2021-01-06,Wed,Napoli,1-2,18:00,Stadio Diego Armando Maradona,(0-0),2021,512.020101625628,0,0.5
,Udinese,2021-01-06,Wed,Bologna,2-2,15:00,Stadio Renato Dall'Ara,(2-1),2021,230.59665353873800,0,0.5
,Atalanta,2021-01-09,Sat,Benevento,1-4,15:00,Stadio Ciro Vigorito,(0-1),2021,656.2080986204190,0,0.5
,Bologna,2021-01-09,Sat,Genoa,2-0,18:00,Stadio Comunale Luigi Ferraris,(1-0),2021,187.81114792816600,1,0.5
,Torino,2021-01-09,Sat,AC Milan,2-0,20:45,Stadio Giuseppe Meazza,(2-0),2021,125.26280395239400,1,0.5
,Cagliari,2021-01-10,Sun,Fiorentina,1-0,18:00,Stadio Artemio Franchi,(0-0),2021,539.3545969382540,1,0.5
,Crotone,2021-01-10,Sun,Hellas Verona,2-1,15:00,Stadio Marc'Antonio Bentegodi,(2-0),2021,868.7899404633250,1,0.5
,Inter Milan,2021-01-10,Sun,AS Roma,2-2,12:30,Stadio Olimpico,(1-0),2021,476.62238398594400,0,0.5
,Lazio,2021-01-10,Sun,Parma,0-2,15:00,Stadio Ennio Tardini,(0-0),2021,361.13487726488000,0,0.5
,Napoli,2021-01-10,Sun,Udinese,1-2,15:00,Dacia Arena,(1-1),2021,589.1799954804650,0,0.5
,Sassuolo,2021-01-10,Sun,Juventus,3-1,20:45,Allianz Stadium,(0-0),2021,241.5792223386410,1,0.5
,Sampdoria,2021-01-11,Mon,Spezia,2-1,20:45,Stadio Dino Manuzzi,(1-1),2021,76.77522902512600,1,0.5
,AS Roma,2021-01-15,Fri,Lazio,3-0,20:45,Stadio Olimpico,(2-0),2021,0,1,0.5
,Hellas Verona,2021-01-16,Sat,Bologna,1-0,15:00,Stadio Renato Dall'Ara,(1-0),2021,108.211247353509,1,0.5
,Spezia,2021-01-16,Sat,Torino,0-0,18:00,Stadio Olimpico di Torino,(0-0),2021,200.7396061917850,0,0.5
,Udinese,2021-01-16,Sat,Sampdoria,2-1,20:45,Stadio Comunale Luigi Ferraris,(0-0),2021,381.26174910079500,1,0.5
,Benevento,2021-01-17,Sun,Crotone,4-1,15:00,Stadio Ezio Scida,(2-0),2021,301.3598015252560,1,0.5
,Fiorentina,2021-01-17,Sun,Napoli,6-0,12:30,Stadio Diego Armando Maradona,(4-0),2021,406.3623558901360,1,0.5
,Genoa,2021-01-17,Sun,Atalanta,0-0,18:00,Stadio Atleti Azzurri d'Italia,(0-0),2021,154.6880908683670,0,0.5
,Juventus,2021-01-17,Sun,Inter Milan,2-0,20:45,Stadio Giuseppe Meazza,(1-0),2021,123.13402248871500,1,0.5
,Parma,2021-01-17,Sun,Sassuolo,1-1,15:00,Mapei Stadium - Città del Tricolore,(0-1),2021,26.207544228638100,0,0.5
,AC Milan,2021-01-18,Mon,Cagliari,0-2,20:45,Sardegna Arena,(0-1),2021,697.4502556886710,0,0.5
,Atalanta,2021-01-20,Wed,Udinese,1-1,15:00,Dacia Arena,(1-1),2021,276.20012084924100,0,0.5
,Torino,2021-01-22,Fri,Benevento,2-2,20:45,Stadio Ciro Vigorito,(1-0),2021,725.754912953926,0,0.5
,Atalanta,2021-01-23,Sat,AC Milan,0-3,18:00,Stadio Giuseppe Meazza,(0-1),2021,50.62272084539420,0,0.5
,Crotone,2021-01-23,Sat,Fiorentina,2-1,20:45,Stadio Artemio Franchi,(2-0),2021,714.0838811005930,1,0.5
,Inter Milan,2021-01-23,Sat,Udinese,0-0,18:00,Dacia Arena,(0-0),2021,324.1401921212780,0,0.5
,Spezia,2021-01-23,Sat,AS Roma,4-3,15:00,Stadio Olimpico,(1-1),2021,323.2861187529620,1,0.5
,Bologna,2021-01-24,Sun,Juventus,2-0,12:30,Allianz Stadium,(1-0),2021,298.2345951259310,1,0.5
,Cagliari,2021-01-24,Sun,Genoa,1-0,15:00,Stadio Comunale Luigi Ferraris,(1-0),2021,579.631362219898,1,0.5
,Napoli,2021-01-24,Sun,Hellas Verona,3-1,15:00,Stadio Marc'Antonio Bentegodi,(1-1),2021,575.0602598611650,1,0.5
,Sampdoria,2021-01-24,Sun,Parma,0-2,20:45,Stadio Ennio Tardini,(0-2),2021,117.78787939075300,0,0.5
,Sassuolo,2021-01-24,Sun,Lazio,2-1,18:00,Stadio Olimpico,(1-1),2021,341.8246503722720,1,0.5
,Fiorentina,2021-01-29,Fri,Torino,1-1,20:45,Stadio Olimpico di Torino,(0-0),2021,321.43217283133700,0,0.5
,AC Milan,2021-01-30,Sat,Bologna,1-2,15:00,Stadio Renato Dall'Ara,(0-1),2021,204.45103811272000,0,0.5
,Benevento,2021-01-30,Sat,Inter Milan,4-0,20:45,Stadio Giuseppe Meazza,(1-0),2021,667.3216108452870,1,0.5
,Juventus,2021-01-30,Sat,Sampdoria,0-2,18:00,Stadio Comunale Luigi Ferraris,(0-1),2021,129.26585903174700,0,0.5
,Genoa,2021-01-31,Sun,Crotone,0-3,15:00,Stadio Ezio Scida,(0-2),2021,900.5929013678610,0,0.5
,Hellas Verona,2021-01-31,Sun,AS Roma,3-1,20:45,Stadio Olimpico,(3-0),2021,407.0200194793920,1,0.5
,Lazio,2021-01-31,Sun,Atalanta,1-3,15:00,Stadio Atleti Azzurri d'Italia,(0-1),2021,475.0353950263620,0,0.5
,Parma,2021-01-31,Sun,Napoli,2-0,18:00,Stadio Diego Armando Maradona,(1-0),2021,541.7029781535990,1,0.5
,Sassuolo,2021-01-31,Sun,Cagliari,1-1,15:00,Sardegna Arena,(0-0),2021,625.2202021838070,0,0.5
,Udinese,2021-01-31,Sun,Spezia,0-1,12:30,Stadio Dino Manuzzi,(0-0),2021,345.84484508629400,0,0.5
,Inter Milan,2021-02-05,Fri,Fiorentina,0-2,20:45,Stadio Artemio Franchi,(0-1),2021,254.93627880825600,0,0.5
,AS Roma,2021-02-06,Sat,Juventus,2-0,18:00,Allianz Stadium,(1-0),2021,525.1018556767370,1,0.5
,Napoli,2021-02-06,Sat,Genoa,2-1,20:45,Stadio Comunale Luigi Ferraris,(2-0),2021,586.0743336614400,1,0.5
,Spezia,2021-02-06,Sat,Sassuolo,1-2,15:00,Mapei Stadium - Città del Tricolore,(1-1),2021,95.48887672398410,0,0.5
,Torino,2021-02-06,Sat,Atalanta,3-3,15:00,Stadio Atleti Azzurri d'Italia,(3-2),2021,175.50208167813200,0,0.5
,Bologna,2021-02-07,Sun,Parma,0-3,18:00,Stadio Ennio Tardini,(0-2),2021,84.08568803734060,0,0.5
,Cagliari,2021-02-07,Sun,Lazio,1-0,20:45,Stadio Olimpico,(0-0),2021,413.5917654589300,1,0.5
,Crotone,2021-02-07,Sun,AC Milan,4-0,15:00,Stadio Giuseppe Meazza,(1-0),2021,968.6710778988460,1,0.5
,Hellas Verona,2021-02-07,Sun,Udinese,2-0,15:00,Dacia Arena,(0-0),2021,187.85001575041200,1,0.5
,Sampdoria,2021-02-07,Sun,Benevento,1-1,12:30,Stadio Ciro Vigorito,(0-0),2021,601.386008316321,0,0.5
,Benevento,2021-02-12,Fri,Bologna,1-1,20:45,Stadio Renato Dall'Ara,(1-0),2021,470.2712895039450,0,0.5
,AC Milan,2021-02-13,Sat,Spezia,2-0,20:45,Stadio Dino Manuzzi,(0-0),2021,162.32599838976200,1,0.5
,Genoa,2021-02-13,Sat,Torino,0-0,15:00,Stadio Olimpico di Torino,(0-0),2021,124.3883982813310,0,0.5
,Juventus,2021-02-13,Sat,Napoli,1-0,18:00,Stadio Diego Armando Maradona,(1-0),2021,715.0814001685390,1,0.5
,Atalanta,2021-02-14,Sun,Cagliari,0-1,15:00,Sardegna Arena,(0-0),2021,724.4648430005950,0,0.5
,Fiorentina,2021-02-14,Sun,Sampdoria,2-1,15:00,Stadio Comunale Luigi Ferraris,(1-1),2021,199.49234412689900,1,0.5
,Lazio,2021-02-14,Sun,Inter Milan,3-1,20:45,Stadio Giuseppe Meazza,(2-0),2021,476.62238398594400,1,0.5
,Sassuolo,2021-02-14,Sun,Crotone,1-2,18:00,Stadio Ezio Scida,(1-1),2021,823.9229942551060,0,0.5
,Udinese,2021-02-14,Sun,AS Roma,3-0,12:30,Stadio Olimpico,(2-0),2021,464.67909792520700,1,0.5
,Parma,2021-02-15,Mon,Hellas Verona,2-1,20:45,Stadio Marc'Antonio Bentegodi,(1-1),2021,86.73778395837330,1,0.5
,Spezia,2021-02-19,Fri,Fiorentina,3-0,18:30,Stadio Artemio Franchi,(0-0),2021,123.60110987801500,1,0.5
,Torino,2021-02-19,Fri,Cagliari,0-1,20:45,Sardegna Arena,(0-0),2021,660.4334677989370,0,0.5
,Bologna,2021-02-20,Sat,Sassuolo,1-1,20:45,Mapei Stadium - Città del Tricolore,(0-1),2021,57.94675256337210,0,0.5
,Hellas Verona,2021-02-20,Sat,Genoa,2-2,18:00,Stadio Comunale Luigi Ferraris,(0-1),2021,195.31798355125100,0,0.5
,Sampdoria,2021-02-20,Sat,Lazio,1-0,15:00,Stadio Olimpico,(1-0),2021,396.34249898601200,1,0.5
,AS Roma,2021-02-21,Sun,Benevento,0-0,20:45,Stadio Ciro Vigorito,(0-0),2021,214.34374467492200,0,0.5
,Inter Milan,2021-02-21,Sun,AC Milan,0-3,15:00,Stadio Giuseppe Meazza,(0-1),2021,0,0,0.5
,Napoli,2021-02-21,Sun,Atalanta,4-2,18:00,Stadio Atleti Azzurri d'Italia,(0-0),2021,654.1868488614660,1,0.5
,Udinese,2021-02-21,Sun,Parma,2-2,12:30,Stadio Ennio Tardini,(2-0),2021,265.6210908098440,0,0.5
,Crotone,2021-02-22,Mon,Juventus,3-0,20:45,Allianz Stadium,(2-0),2021,1029.829398789400,1,0.5
,Juventus,2021-02-27,Sat,Hellas Verona,1-1,20:45,Stadio Marc'Antonio Bentegodi,(0-0),2021,263.58593725305800,0,0.5
,Lazio,2021-02-27,Sat,Bologna,2-0,18:00,Stadio Renato Dall'Ara,(1-0),2021,299.0253331111190,1,0.5
,Parma,2021-02-27,Sat,Spezia,2-2,15:00,Stadio Dino Manuzzi,(0-2),2021,87.76840344884810,0,0.5
,AC Milan,2021-02-28,Sun,AS Roma,1-2,20:45,Stadio Olimpico,(0-1),2021,476.62238398594400,0,0.5
,Atalanta,2021-02-28,Sun,Sampdoria,0-2,12:30,Stadio Comunale Luigi Ferraris,(0-1),2021,154.6880908683670,0,0.5
,Benevento,2021-02-28,Sun,Napoli,2-0,18:00,Stadio Diego Armando Maradona,(1-0),2021,58.963219329549200,1,0.5
,Cagliari,2021-02-28,Sun,Crotone,0-2,15:00,Stadio Ezio Scida,(0-0),2021,689.7655104844690,0,0.5
,Fiorentina,2021-02-28,Sun,Udinese,1-0,15:00,Dacia Arena,(0-0),2021,297.09159095287500,1,0.5
,Genoa,2021-02-28,Sun,Inter Milan,3-0,15:00,Stadio Giuseppe Meazza,(1-0),2021,118.77110409643900,1,0.5
,Spezia,2021-03-02,Tue,Juventus,3-0,20:45,Allianz Stadium,(0-0),2021,205.26728226736200,1,0.5
,AS Roma,2021-03-03,Wed,Fiorentina,1-2,20:45,Stadio Artemio Franchi,(0-0),2021,226.4069458907570,0,0.5
,Bologna,2021-03-03,Wed,Cagliari,1-0,20:45,Sardegna Arena,(1-0),2021,614.8406050228860,1,0.5
,Crotone,2021-03-03,Wed,Atalanta,5-1,20:45,Stadio Atleti Azzurri d'Italia,(1-1),2021,956.8251196666340,1,0.5
,Hellas Verona,2021-03-03,Wed,Benevento,0-3,20:45,Stadio Ciro Vigorito,(0-2),2021,570.8007652681000,0,0.5
,Napoli,2021-03-03,Wed,Sassuolo,3-3,18:30,Mapei Stadium - Città del Tricolore,(2-1),2021,519.9962702286800,0,0.5
,Sampdoria,2021-03-03,Wed,Genoa,1-1,20:45,Stadio Comunale Luigi Ferraris,(0-0),2021,0,0,0.5
,Udinese,2021-03-03,Wed,AC Milan,1-1,20:45,Stadio Giuseppe Meazza,(0-0),2021,324.1401921212780,0,0.5
,Inter Milan,2021-03-04,Thu,Parma,1-2,20:45,Stadio Ennio Tardini,(0-0),2021,122.21474389568100,0,0.5
,Benevento,2021-03-06,Sat,Spezia,1-1,15:00,Stadio Dino Manuzzi,(0-1),2021,525.6391290928590,0,0.5
,Lazio,2021-03-06,Sat,Juventus,3-1,20:45,Allianz Stadium,(1-1),2021,525.1018556767370,1,0.5
,Sassuolo,2021-03-06,Sat,Udinese,2-0,18:00,Dacia Arena,(1-0),2021,250.87010771479900,1,0.5
,AC Milan,2021-03-07,Sun,Hellas Verona,0-2,15:00,Stadio Marc'Antonio Bentegodi,(0-1),2021,144.56024644073000,0,0.5
,Bologna,2021-03-07,Sun,Napoli,3-1,20:45,Stadio Diego Armando Maradona,(1-0),2021,470.6374988983220,1,0.5
,Cagliari,2021-03-07,Sun,Sampdoria,2-2,18:00,Stadio Comunale Luigi Ferraris,(0-1),2021,579.631362219898,0,0.5
,Genoa,2021-03-07,Sun,AS Roma,1-0,12:30,Stadio Olimpico,(1-0),2021,396.34249898601200,1,0.5
,Parma,2021-03-07,Sun,Fiorentina,3-3,15:00,Stadio Artemio Franchi,(2-1),2021,135.5568445766750,0,0.5
,Torino,2021-03-07,Sun,Crotone,4-2,15:00,Stadio Ezio Scida,(1-1),2021,1024.7253418489000,1,0.5
,Atalanta,2021-03-08,Mon,Inter Milan,1-0,20:45,Stadio Giuseppe Meazza,(0-0),2021,50.62272084539420,1,0.5
,Crotone,2021-03-12,Fri,Lazio,3-2,15:00,Stadio Olimpico,(2-1),2021,506.45581295819500,1,0.5
,Spezia,2021-03-12,Fri,Atalanta,3-1,20:45,Stadio Atleti Azzurri d'Italia,(0-0),2021,178.871167316574,1,0.5
,Fiorentina,2021-03-13,Sat,Benevento,1-4,18:00,Stadio Ciro Vigorito,(0-3),2021,412.74610214888900,0,0.5
,Hellas Verona,2021-03-13,Sat,Sassuolo,3-2,15:00,Mapei Stadium - Città del Tricolore,(1-1),2021,83.93781035436990,1,0.5
,Udinese,2021-03-13,Sat,Genoa,1-1,20:45,Stadio Comunale Luigi Ferraris,(1-1),2021,381.26174910079500,0,0.5
,AS Roma,2021-03-14,Sun,Parma,2-0,15:00,Stadio Ennio Tardini,(1-0),2021,361.13487726488000,1,0.5
,Inter Milan,2021-03-14,Sun,Torino,1-2,15:00,Stadio Olimpico di Torino,(0-0),2021,125.26280395239400,0,0.5
,Juventus,2021-03-14,Sun,Cagliari,1-3,18:00,Sardegna Arena,(0-3),2021,667.9608404524190,0,0.5
,Napoli,2021-03-14,Sun,AC Milan,0-1,20:45,Stadio Giuseppe Meazza,(0-0),2021,660.849346236503,0,0.5
,Sampdoria,2021-03-14,Sun,Bologna,3-1,12:30,Stadio Renato Dall'Ara,(2-1),2021,187.81114792816600,1,0.5
