Attendance,Away,Date,Day,Home,Score,Time,Venue,Half_time,year,Distance,home_win,home_team_form
"15,000",AS Roma,2019-02-08,Fri,Chievo,0-3,20:30,Stadio Marc'Antonio Bentegodi,(0-2),2019,407.0200194793920,0,0.5
"18,155",Inter Milan,2019-02-09,Sat,Parma,0-1,20:30,Stadio Ennio Tardini,(0-0),2019,122.21474389568100,0,0.5
"29,377",Napoli,2019-02-09,Sat,Fiorentina,0-0,18:00,Stadio Artemio Franchi,(0-0),2019,406.3623558901360,0,0.5
"45,576",Cagliari,2019-02-10,Sun,AC Milan,3-0,20:30,Stadio Giuseppe Meazza,(2-0),2019,697.4502556886710,1,0.5
"18,937",Frosinone,2019-02-10,Sun,Sampdoria,0-1,15:00,Stadio Comunale Luigi Ferraris,(0-1),2019,471.44722801471900,0,0.5
"17,385",Genoa,2019-02-10,Sun,Bologna,1-1,12:30,Stadio Renato Dall'Ara,(1-1),2019,187.81114792816600,0,0.5
"21,584",Juventus,2019-02-10,Sun,Sassuolo,0-3,18:00,Stadio Città del Tricolore,(0-1),2019,241.5792223386410,0,0.5
"18,342",SPAL,2019-02-10,Sun,Atalanta,2-1,15:00,Stadio Atleti Azzurri d'Italia,(0-1),2019,179.42606169530700,1,0.5
"16,557",Udinese,2019-02-10,Sun,Torino,1-0,15:00,Stadio Olimpico di Torino,(1-0),2019,448.31752025128400,1,0.5
"10,570",Frosinone,2019-02-15,Fri,Juventus,3-0,20:30,Allianz Stadium,(2-0),2019,600.6228755566390,1,0.5
"20,801",AC Milan,2019-02-16,Sat,Atalanta,1-3,20:30,Stadio Atleti Azzurri d'Italia,(1-1),2019,50.62272084539420,0,0.5
"16,119",Parma,2019-02-16,Sat,Cagliari,2-1,18:00,Sardegna Arena,(0-1),2019,629.3731365071680,1,0.5
"18,008",Chievo,2019-02-17,Sun,Udinese,1-0,15:00,Dacia Arena,(0-0),2019,187.85001575041200,1,0.5
"37,294",Fiorentina,2019-02-17,Sun,SPAL,1-4,12:30,Stadio Paolo Mazza,(1-1),2019,120.54742586191200,0,0.5
"19,936",Lazio,2019-02-17,Sun,Genoa,2-1,15:00,Stadio Comunale Luigi Ferraris,(0-1),2019,396.34249898601200,1,0.5
"55,127",Sampdoria,2019-02-17,Sun,Inter Milan,2-1,18:00,Stadio Giuseppe Meazza,(0-0),2019,118.77110409643900,1,0.5
"7,202",Sassuolo,2019-02-17,Sun,Empoli,3-0,15:00,Stadio Carlo Castellani,(2-0),2019,112.4682668926770,1,0.5
"21,830",Torino,2019-02-17,Sun,Napoli,0-0,20:30,Stadio San Paolo,(0-0),2019,709.7779834457860,0,0.5
"31,572",Bologna,2019-02-18,Mon,AS Roma,2-1,20:30,Stadio Olimpico,(0-0),2019,299.0253331111190,1,0.5
"47,866",Empoli,2019-02-22,Fri,AC Milan,3-0,20:30,Stadio Giuseppe Meazza,(0-0),2019,243.0688212434200,1,0.5
"15,063",AS Roma,2019-02-23,Sat,Frosinone,2-3,20:30,Stadio Benito Stirpe,(1-2),2019,79.4180816798998,0,0.5
"21,062",Atalanta,2019-02-23,Sat,Torino,2-0,15:00,Stadio Olimpico di Torino,(1-0),2019,175.50208167813200,1,0.5
"18,840",Cagliari,2019-02-24,Sun,Sampdoria,1-0,12:30,Stadio Comunale Luigi Ferraris,(0-0),2019,579.631362219898,1,0.5
"10,500",Genoa,2019-02-24,Sun,Chievo,0-0,15:00,Stadio Marc'Antonio Bentegodi,(0-0),2019,195.31798355125100,0,0.5
"32,824",Inter Milan,2019-02-24,Sun,Fiorentina,3-3,20:30,Stadio Artemio Franchi,(1-2),2019,254.93627880825600,0,0.5
"28,934",Juventus,2019-02-24,Sun,Bologna,0-1,15:00,Stadio Renato Dall'Ara,(0-0),2019,298.2345951259310,0,0.5
"18,478",Napoli,2019-02-24,Sun,Parma,0-4,18:00,Stadio Ennio Tardini,(0-2),2019,541.7029781535990,0,0.5
"11,554",SPAL,2019-02-24,Sun,Sassuolo,1-1,15:00,Stadio Città del Tricolore,(1-0),2019,77.12392927953620,0,0.5
"16,223",Inter Milan,2019-03-01,Fri,Cagliari,2-1,20:30,Sardegna Arena,(2-1),2019,697.4502556886710,1,0.5
"53,112",AS Roma,2019-03-02,Sat,Lazio,3-0,20:30,Stadio Olimpico,(1-0),2019,0,1,0.5
"8,404",Parma,2019-03-02,Sat,Empoli,3-3,15:00,Stadio Carlo Castellani,(1-2),2019,128.5132448486330,0,0.5
"61,462",Sassuolo,2019-03-02,Sat,AC Milan,1-0,18:00,Stadio Giuseppe Meazza,(1-0),2019,147.23360435549800,1,0.5
"18,349",Bologna,2019-03-03,Sun,Udinese,2-1,15:00,Dacia Arena,(1-1),2019,230.59665353873800,1,0.5
"25,269",Chievo,2019-03-03,Sun,Torino,3-0,12:30,Stadio Olimpico di Torino,(0-0),2019,264.18948039852500,1,0.5
"18,796",Fiorentina,2019-03-03,Sun,Atalanta,3-1,18:00,Stadio Atleti Azzurri d'Italia,(2-1),2019,249.01613873809500,1,0.5
"19,920",Frosinone,2019-03-03,Sun,Genoa,0-0,15:00,Stadio Comunale Luigi Ferraris,(0-0),2019,471.44722801471900,0,0.5
"42,667",Juventus,2019-03-03,Sun,Napoli,1-2,20:30,Stadio San Paolo,(0-2),2019,715.0814001685390,0,0.5
"12,731",Sampdoria,2019-03-03,Sun,SPAL,1-2,15:00,Stadio Paolo Mazza,(0-2),2019,215.9119246020420,0,0.5
"39,987",Udinese,2019-03-08,Fri,Juventus,4-1,20:30,Allianz Stadium,(2-0),2019,446.85815852404400,1,0.5
"20,000",AC Milan,2019-03-09,Sat,Chievo,1-2,20:30,Stadio Marc'Antonio Bentegodi,(1-1),2019,144.56024644073000,0,0.5
"14,787",Genoa,2019-03-09,Sat,Parma,1-0,18:00,Stadio Ennio Tardini,(0-0),2019,117.78787939075300,1,0.5
"20,896",Atalanta,2019-03-10,Sun,Sampdoria,1-2,15:00,Stadio Comunale Luigi Ferraris,(0-0),2019,154.6880908683670,0,0.5
"20,557",Cagliari,2019-03-10,Sun,Bologna,2-0,12:30,Stadio Renato Dall'Ara,(1-0),2019,614.8406050228860,1,0.5
"28,727",Lazio,2019-03-10,Sun,Fiorentina,1-1,20:30,Stadio Artemio Franchi,(0-1),2019,226.4069458907570,0,0.5
"14,969",Napoli,2019-03-10,Sun,Sassuolo,1-1,18:00,Stadio Città del Tricolore,(0-0),2019,519.9962702286800,0,0.5
"61,339",SPAL,2019-03-10,Sun,Inter Milan,2-0,15:00,Stadio Giuseppe Meazza,(0-0),2019,207.9762858475720,1,0.5
"14,165",Torino,2019-03-10,Sun,Frosinone,1-2,15:00,Stadio Benito Stirpe,(1-0),2019,595.4562338108340,0,0.5
"34,508",Empoli,2019-03-11,Mon,AS Roma,2-1,20:30,Stadio Olimpico,(2-1),2019,233.8441331080120,1,0.5
"14,735",Fiorentina,2019-03-15,Fri,Cagliari,2-1,20:30,Sardegna Arena,(0-0),2019,539.3545969382540,1,0.5
"15,089",AS Roma,2019-03-16,Sat,SPAL,2-1,18:00,Stadio Paolo Mazza,(1-0),2019,330.0713529202830,1,0.5
"24,863",Bologna,2019-03-16,Sat,Torino,2-3,20:30,Stadio Olimpico di Torino,(1-2),2019,296.06999057922300,0,0.5
"11,193",Sampdoria,2019-03-16,Sat,Sassuolo,3-5,15:00,Stadio Città del Tricolore,(1-3),2019,138.83308293258500,0,0.5
"18,537",Chievo,2019-03-17,Sun,Atalanta,1-1,15:00,Stadio Atleti Azzurri d'Italia,(0-1),2019,105.03011344573900,0,0.5
"10,000",Frosinone,2019-03-17,Sun,Empoli,2-1,15:00,Stadio Carlo Castellani,(2-0),2019,302.7391340263120,1,0.5
"77,749",Inter Milan,2019-03-17,Sun,AC Milan,2-3,20:30,Stadio Giuseppe Meazza,(0-1),2019,0,0,0.5
"30,695",Juventus,2019-03-17,Sun,Genoa,2-0,12:30,Stadio Comunale Luigi Ferraris,(0-0),2019,129.26585903174700,1,0.5
"38,000",Parma,2019-03-17,Sun,Lazio,4-1,15:00,Stadio Olimpico,(4-0),2019,361.13487726488000,1,0.5
"25,718",Udinese,2019-03-17,Sun,Napoli,4-2,18:00,Stadio San Paolo,(2-2),2019,589.1799954804650,1,0.5
"10,000",Cagliari,2019-03-29,Fri,Chievo,0-3,20:30,Stadio Marc'Antonio Bentegodi,(0-3),2019,708.8513602382750,0,0.5
"23,475",AC Milan,2019-03-30,Sat,Sampdoria,1-0,20:30,Stadio Comunale Luigi Ferraris,(1-0),2019,118.77110409643900,1,0.5
"39,290",Empoli,2019-03-30,Sat,Juventus,1-0,18:00,Allianz Stadium,(0-0),2019,305.35278513235400,1,0.5
"17,072",Genoa,2019-03-30,Sat,Udinese,2-0,15:00,Dacia Arena,(1-0),2019,381.26174910079500,1,0.5
"18,168",Atalanta,2019-03-31,Sun,Parma,1-3,12:30,Stadio Ennio Tardini,(1-1),2019,113.97560416244000,0,0.5
"56,348",Lazio,2019-03-31,Sun,Inter Milan,0-1,20:30,Stadio Giuseppe Meazza,(0-1),2019,476.62238398594400,0,0.5
"36,525",Napoli,2019-03-31,Sun,AS Roma,1-4,15:00,Stadio Olimpico,(1-1),2019,190.3582363177840,0,0.5
"12,969",SPAL,2019-03-31,Sun,Frosinone,0-1,15:00,Stadio Benito Stirpe,(0-1),2019,382.40330311519900,0,0.5
"23,551",Sassuolo,2019-03-31,Sun,Bologna,2-1,18:00,Stadio Renato Dall'Ara,(0-0),2019,57.94675256337210,1,0.5
"36,707",Torino,2019-03-31,Sun,Fiorentina,1-1,15:00,Stadio Artemio Franchi,(1-1),2019,321.43217283133700,0,0.5
"15,958",Juventus,2019-04-02,Tue,Cagliari,0-2,21:00,Sardegna Arena,(0-1),2019,667.9608404524190,0,0.5
"49,665",Udinese,2019-04-02,Tue,AC Milan,1-1,19:00,Stadio Giuseppe Meazza,(1-0),2019,324.1401921212780,0,0.5
"30,123",Fiorentina,2019-04-03,Wed,AS Roma,2-2,21:00,Stadio Olimpico,(1-1),2019,226.4069458907570,0,0.5
"21,865",Inter Milan,2019-04-03,Wed,Genoa,0-4,21:00,Stadio Comunale Luigi Ferraris,(0-2),2019,118.77110409643900,0,0.5
"13,415",Lazio,2019-04-03,Wed,SPAL,1-0,21:00,Stadio Paolo Mazza,(0-0),2019,330.0713529202830,1,0.5
"10,911",Napoli,2019-04-03,Wed,Empoli,2-1,19:00,Stadio Carlo Castellani,(1-1),2019,418.28479331548500,1,0.5
"12,285",Parma,2019-04-03,Wed,Frosinone,3-2,21:00,Stadio Benito Stirpe,(2-1),2019,426.6349784687950,1,0.5
"22,618",Sampdoria,2019-04-03,Wed,Torino,2-1,21:00,Stadio Olimpico di Torino,(2-0),2019,124.3883982813310,1,0.5
"18,441",Bologna,2019-04-04,Thu,Atalanta,4-1,21:00,Stadio Atleti Azzurri d'Italia,(4-0),2019,186.36226809910800,1,0.5
"9,193",Chievo,2019-04-04,Thu,Sassuolo,4-0,19:00,Stadio Città del Tricolore,(2-0),2019,83.93781035436990,1,0.5
"40,057",AC Milan,2019-04-06,Sat,Juventus,2-1,18:00,Allianz Stadium,(0-1),2019,123.13402248871500,1,0.5
"19,594",AS Roma,2019-04-06,Sat,Sampdoria,0-1,20:30,Stadio Comunale Luigi Ferraris,(0-0),2019,396.34249898601200,0,0.5
"16,924",Torino,2019-04-06,Sat,Parma,0-0,15:00,Stadio Ennio Tardini,(0-0),2019,214.02834778554800,0,0.5
"35,000",Atalanta,2019-04-07,Sun,Inter Milan,0-0,18:00,Stadio Giuseppe Meazza,(0-0),2019,50.62272084539420,0,0.5
"22,537",Empoli,2019-04-07,Sun,Udinese,3-2,15:00,Dacia Arena,(3-2),2019,316.08629425838900,1,0.5
"26,958",Frosinone,2019-04-07,Sun,Fiorentina,0-1,12:30,Stadio Artemio Franchi,(0-0),2019,291.15062905847600,0,0.5
"22,935",Genoa,2019-04-07,Sun,Napoli,1-1,20:30,Stadio San Paolo,(1-1),2019,586.0743336614400,0,0.5
"16,121",SPAL,2019-04-07,Sun,Cagliari,2-1,15:00,Sardegna Arena,(1-1),2019,658.9914495985010,1,0.5
"37,487",Sassuolo,2019-04-07,Sun,Lazio,2-2,18:00,Stadio Olimpico,(0-0),2019,341.8246503722720,0,0.5
"19,107",Chievo,2019-04-08,Mon,Bologna,3-0,20:30,Stadio Renato Dall'Ara,(0-0),2019,108.211247353509,1,0.5
"16,000",Juventus,2019-04-13,Sat,SPAL,2-1,15:00,Stadio Paolo Mazza,(0-1),2019,314.30292329884300,1,0.5
"61,216",Lazio,2019-04-13,Sat,AC Milan,1-0,20:30,Stadio Giuseppe Meazza,(0-0),2019,476.62238398594400,1,0.5
"34,449",Udinese,2019-04-13,Sat,AS Roma,1-0,18:00,Stadio Olimpico,(0-0),2019,464.67909792520700,1,0.5
"29,394",Bologna,2019-04-14,Sun,Fiorentina,0-0,15:00,Stadio Artemio Franchi,(0-0),2019,79.07732589754690,0,0.5
"23,869",Cagliari,2019-04-14,Sun,Torino,1-1,12:30,Stadio Olimpico di Torino,(0-0),2019,660.4334677989370,0,0.5
"30,548",Genoa,2019-04-14,Sun,Sampdoria,2-0,15:00,Stadio Comunale Luigi Ferraris,(1-0),2019,0,1,0.5
"15,856",Inter Milan,2019-04-14,Sun,Frosinone,1-3,20:30,Stadio Benito Stirpe,(0-2),2019,545.3887253773340,0,0.5
"13,500",Napoli,2019-04-14,Sun,Chievo,1-3,18:00,Stadio Marc'Antonio Bentegodi,(0-1),2019,575.0602598611650,0,0.5
"12,538",Parma,2019-04-14,Sun,Sassuolo,0-0,15:00,Stadio Città del Tricolore,(0-0),2019,26.207544228638100,0,0.5
"19,229",Empoli,2019-04-15,Mon,Atalanta,0-0,20:30,Stadio Atleti Azzurri d'Italia,(0-0),2019,242.34381487005800,0,0.5
"30,162",Udinese,2019-04-17,Wed,Lazio,2-0,19:00,Stadio Olimpico,(2-0),2019,464.67909792520700,1,0.5
"20,018",AC Milan,2019-04-20,Sat,Parma,1-1,12:30,Stadio Ennio Tardini,(0-0),2019,122.21474389568100,0,0.5
"60,013",AS Roma,2019-04-20,Sat,Inter Milan,1-1,20:30,Stadio Giuseppe Meazza,(0-1),2019,476.62238398594400,0,0.5
"25,000",Chievo,2019-04-20,Sat,Lazio,1-2,15:00,Stadio Olimpico,(0-0),2019,407.0200194793920,0,0.5
"40,339",Fiorentina,2019-04-20,Sat,Juventus,2-1,18:00,Allianz Stadium,(1-1),2019,325.2673815719060,1,0.5
"16,095",Frosinone,2019-04-20,Sat,Cagliari,1-0,15:00,Sardegna Arena,(1-0),2019,446.2290267931870,1,0.5
"10,444",SPAL,2019-04-20,Sat,Empoli,2-4,15:00,Stadio Carlo Castellani,(1-2),2019,134.2863861909700,0,0.5
"21,391",Sampdoria,2019-04-20,Sat,Bologna,3-0,15:00,Stadio Renato Dall'Ara,(0-0),2019,187.81114792816600,1,0.5
"21,000",Sassuolo,2019-04-20,Sat,Udinese,1-1,15:00,Dacia Arena,(0-1),2019,250.87010771479900,0,0.5
"8,000",Torino,2019-04-20,Sat,Genoa,0-1,15:00,Stadio Comunale Luigi Ferraris,(0-0),2019,124.3883982813310,0,0.5
"19,604",Atalanta,2019-04-22,Mon,Napoli,1-2,19:00,Stadio San Paolo,(1-0),2019,654.1868488614660,0,0.5
"35,964",Cagliari,2019-04-27,Sat,AS Roma,3-0,18:00,Stadio Olimpico,(2-0),2019,413.5917654589300,1,0.5
"25,189",Empoli,2019-04-27,Sat,Bologna,3-1,15:00,Stadio Renato Dall'Ara,(0-1),2019,89.70399420635500,1,0.5
"73,855",Juventus,2019-04-27,Sat,Inter Milan,1-1,20:30,Stadio Giuseppe Meazza,(1-0),2019,123.13402248871500,0,0.5
"26,849",AC Milan,2019-04-28,Sun,Torino,2-0,20:30,Stadio Olimpico di Torino,(0-0),2019,125.26280395239400,1,0.5
"13,563",Genoa,2019-04-28,Sun,SPAL,1-1,15:00,Stadio Paolo Mazza,(1-0),2019,215.9119246020420,0,0.5
"18,450",Lazio,2019-04-28,Sun,Sampdoria,1-2,18:00,Stadio Comunale Luigi Ferraris,(0-2),2019,396.34249898601200,0,0.5
"13,600",Napoli,2019-04-28,Sun,Frosinone,0-2,12:30,Stadio Benito Stirpe,(0-1),2019,115.54813387936800,0,0.5
"7,000",Parma,2019-04-28,Sun,Chievo,1-1,15:00,Stadio Marc'Antonio Bentegodi,(0-1),2019,86.73778395837330,0,0.5
"25,567",Sassuolo,2019-04-29,Mon,Fiorentina,0-1,21:00,Stadio Artemio Franchi,(0-1),2019,115.41892463717000,0,0.5
"18,663",Udinese,2019-04-29,Mon,Atalanta,2-0,19:00,Stadio Atleti Azzurri d'Italia,(0-0),2019,276.20012084924100,1,0.5
"38,530",Torino,2019-05-03,Fri,Juventus,1-1,20:30,Allianz Stadium,(0-1),2019,7.56735575287785,0,0.5
"24,741",Inter Milan,2019-05-04,Sat,Udinese,0-0,20:30,Dacia Arena,(0-0),2019,324.1401921212780,0,0.5
"10,000",SPAL,2019-05-04,Sat,Chievo,0-4,18:00,Stadio Marc'Antonio Bentegodi,(0-1),2019,83.08634113559630,0,0.5
"20,703",AS Roma,2019-05-05,Sun,Genoa,1-1,18:00,Stadio Comunale Luigi Ferraris,(0-0),2019,396.34249898601200,0,0.5
"25,000",Atalanta,2019-05-05,Sun,Lazio,1-3,15:00,Stadio Olimpico,(1-1),2019,475.0353950263620,0,0.5
"16,171",Cagliari,2019-05-05,Sun,Napoli,2-1,20:30,Stadio San Paolo,(0-0),2019,467.8748889163700,1,0.5
"8,285",Fiorentina,2019-05-05,Sun,Empoli,1-0,12:30,Stadio Carlo Castellani,(0-0),2019,27.080703704289800,1,0.5
"10,073",Frosinone,2019-05-05,Sun,Sassuolo,2-2,15:00,Stadio Città del Tricolore,(0-2),2019,405.32235229206400,0,0.5
"16,992",Sampdoria,2019-05-05,Sun,Parma,3-3,15:00,Stadio Ennio Tardini,(1-2),2019,117.78787939075300,0,0.5
"51,472",Bologna,2019-05-06,Mon,AC Milan,2-1,20:30,Stadio Giuseppe Meazza,(1-0),2019,204.45103811272000,1,0.5
"33,250",AC Milan,2019-05-11,Sat,Fiorentina,0-1,20:30,Stadio Artemio Franchi,(0-1),2019,254.93627880825600,0,0.5
"12,000",Genoa,2019-05-11,Sat,Atalanta,2-1,15:00,Stadio Atleti Azzurri d'Italia,(0-0),2019,154.6880908683670,1,0.5
"16,179",Lazio,2019-05-11,Sat,Cagliari,1-2,18:00,Sardegna Arena,(0-1),2019,413.5917654589300,0,0.5
"19,034",Empoli,2019-05-12,Sun,Sampdoria,1-2,15:00,Stadio Comunale Luigi Ferraris,(0-0),2019,177.77793336261200,0,0.5
"50,825",Juventus,2019-05-12,Sun,AS Roma,2-0,20:30,Stadio Olimpico,(0-0),2019,525.1018556767370,1,0.5
"14,175",Napoli,2019-05-12,Sun,SPAL,1-2,18:00,Stadio Paolo Mazza,(0-0),2019,493.22775551741700,0,0.5
"25,360",Sassuolo,2019-05-12,Sun,Torino,3-2,12:30,Stadio Olimpico di Torino,(0-1),2019,239.7679599519900,1,0.5
"12,261",Udinese,2019-05-12,Sun,Frosinone,1-3,15:00,Stadio Benito Stirpe,(0-3),2019,494.2456704207030,0,0.5
"57,855",Chievo,2019-05-13,Mon,Inter Milan,2-0,21:00,Stadio Giuseppe Meazza,(1-0),2019,144.56024644073000,1,0.5
"20,656",Parma,2019-05-13,Mon,Bologna,4-1,19:00,Stadio Renato Dall'Ara,(0-0),2019,84.08568803734060,1,0.5
"12,914",AS Roma,2019-05-18,Sat,Sassuolo,0-0,20:30,Stadio Città del Tricolore,(0-0),2019,341.8246503722720,0,0.5
"22,768",Cagliari,2019-05-18,Sat,Genoa,1-1,18:00,Stadio Comunale Luigi Ferraris,(0-1),2019,579.631362219898,0,0.5
"24,614",SPAL,2019-05-18,Sat,Udinese,3-2,15:00,Dacia Arena,(3-0),2019,185.82116889338700,1,0.5
"39,531",Atalanta,2019-05-19,Sun,Juventus,1-1,20:30,Allianz Stadium,(0-1),2019,173.0084746125310,0,0.5
"17,333",Fiorentina,2019-05-19,Sun,Parma,1-0,15:00,Stadio Ennio Tardini,(0-0),2019,135.5568445766750,1,0.5
"61,765",Frosinone,2019-05-19,Sun,AC Milan,2-0,18:00,Stadio Giuseppe Meazza,(0-0),2019,545.3887253773340,1,0.5
"25,445",Inter Milan,2019-05-19,Sun,Napoli,4-1,20:30,Stadio San Paolo,(1-0),2019,660.849346236503,1,0.5
"10,000",Sampdoria,2019-05-19,Sun,Chievo,0-0,12:30,Stadio Marc'Antonio Bentegodi,(0-0),2019,195.31798355125100,0,0.5
"10,344",Torino,2019-05-19,Sun,Empoli,4-1,15:00,Stadio Carlo Castellani,(1-0),2019,301.14598089876800,1,0.5
"25,000",Bologna,2019-05-20,Mon,Lazio,3-3,20:30,Stadio Olimpico,(1-0),2019,299.0253331111190,0,0.5
"12,167",Chievo,2019-05-25,Sat,Frosinone,0-0,18:00,Stadio Benito Stirpe,(0-0),2019,463.1306037015620,0,0.5
"19,351",Napoli,2019-05-25,Sat,Bologna,3-2,20:30,Stadio Renato Dall'Ara,(2-0),2019,470.6374988983220,1,0.5
"16,146",AC Milan,2019-05-26,Sun,SPAL,2-3,20:30,Stadio Paolo Mazza,(1-2),2019,207.9762858475720,0,0.5
"68,051",Empoli,2019-05-26,Sun,Inter Milan,2-1,20:30,Stadio Giuseppe Meazza,(0-0),2019,243.0688212434200,1,0.5
"37,527",Genoa,2019-05-26,Sun,Fiorentina,0-0,20:30,Stadio Artemio Franchi,(0-0),2019,199.49234412689900,0,0.5
"22,856",Juventus,2019-05-26,Sun,Sampdoria,2-0,18:00,Stadio Comunale Luigi Ferraris,(0-0),2019,129.26585903174700,1,0.5
"24,428",Lazio,2019-05-26,Sun,Torino,3-1,15:00,Stadio Olimpico di Torino,(0-0),2019,519.7003731677150,1,0.5
"62,304",Parma,2019-05-26,Sun,AS Roma,2-1,20:30,Stadio Olimpico,(1-0),2019,361.13487726488000,1,0.5
"14,376",Sassuolo,2019-05-26,Sun,Atalanta,3-1,20:30,Stadio Atleti Azzurri d'Italia,(1-1),2019,134.20367626869600,1,0.5
"15,378",Udinese,2019-05-26,Sun,Cagliari,1-2,20:30,Sardegna Arena,(1-0),2019,833.6223808726530,0,0.5
"20,073",Juventus,2019-08-24,Sat,Parma,0-1,18:00,Stadio Ennio Tardini,(0-1),2019,215.69342118298300,0,0.5
"33,614",Napoli,2019-08-24,Sat,Fiorentina,3-4,20:45,Stadio Artemio Franchi,(1-2),2019,406.3623558901360,0,0.5
"24,584",AC Milan,2019-08-25,Sun,Udinese,1-0,18:00,Dacia Arena,(0-0),2019,324.1401921212780,1,0.5
"11,706",Atalanta,2019-08-25,Sun,SPAL,2-3,20:45,Stadio Paolo Mazza,(2-1),2019,179.42606169530700,0,0.5
"16,324",Bologna,2019-08-25,Sun,Hellas Verona,1-1,20:45,Stadio Marc'Antonio Bentegodi,(1-1),2019,108.211247353509,0,0.5
"16,099",Brescia,2019-08-25,Sun,Cagliari,0-1,20:45,Sardegna Arena,(0-0),2019,713.4460926475840,0,0.5
"38,779",Genoa,2019-08-25,Sun,AS Roma,3-3,20:45,Stadio Olimpico,(2-2),2019,396.34249898601200,0,0.5
"19,500",Lazio,2019-08-25,Sun,Sampdoria,0-3,20:45,Stadio Comunale Luigi Ferraris,(0-1),2019,396.34249898601200,0,0.5
"16,536",Sassuolo,2019-08-25,Sun,Torino,2-1,20:45,Stadio Olimpico di Torino,(1-0),2019,239.7679599519900,1,0.5
"64,188",Lecce,2019-08-26,Mon,Inter Milan,4-0,20:45,Stadio Giuseppe Meazza,(2-0),2019,933.4477350725230,1,0.5
"25,086",SPAL,2019-08-30,Fri,Bologna,1-0,20:45,Stadio Renato Dall'Ara,(0-0),2019,45.324924458107300,1,0.5
"56,691",Brescia,2019-08-31,Sat,AC Milan,1-0,18:00,Stadio Giuseppe Meazza,(1-0),2019,87.76252878792030,1,0.5
"39,203",Napoli,2019-08-31,Sat,Juventus,4-3,20:45,Allianz Stadium,(2-0),2019,715.0814001685390,1,0.5
"52,000",AS Roma,2019-09-01,Sun,Lazio,1-1,18:00,Stadio Olimpico,(0-1),2019,0,0,0.5
"20,000",Fiorentina,2019-09-01,Sun,Genoa,2-1,20:45,Stadio Comunale Luigi Ferraris,(1-0),2019,199.49234412689900,1,0.5
"24,418",Hellas Verona,2019-09-01,Sun,Lecce,0-1,20:45,Stadio Comunale Via Del Mare,(0-0),2019,816.0297303588030,0,0.5
"16,412",Inter Milan,2019-09-01,Sun,Cagliari,1-2,20:45,Sardegna Arena,(0-1),2019,697.4502556886710,0,0.5
"20,410",Parma,2019-09-01,Sun,Udinese,1-3,20:45,Dacia Arena,(1-1),2019,265.6210908098440,0,0.5
"9,608",Sampdoria,2019-09-01,Sun,Sassuolo,4-1,20:45,Mapei Stadium - Città del Tricolore,(3-0),2019,138.83308293258500,1,0.5
"8,182",Torino,2019-09-01,Sun,Atalanta,2-3,20:45,Stadio Ennio Tardini,(1-1),2019,175.50208167813200,0,0.5
"40,000",Juventus,2019-09-14,Sat,Fiorentina,0-0,15:00,Stadio Artemio Franchi,(0-0),2019,325.2673815719060,0,0.5
"40,000",Sampdoria,2019-09-14,Sat,Napoli,2-0,18:00,Stadio San Paolo,(1-0),2019,586.0743336614400,1,0.5
"57,991",Udinese,2019-09-14,Sat,Inter Milan,1-0,20:45,Stadio Giuseppe Meazza,(1-0),2019,324.1401921212780,1,0.5
"24,363",AC Milan,2019-09-15,Sun,Hellas Verona,0-1,20:45,Stadio Marc'Antonio Bentegodi,(0-0),2019,144.56024644073000,0,0.5
"23,395",Atalanta,2019-09-15,Sun,Genoa,1-2,12:30,Stadio Comunale Luigi Ferraris,(0-0),2019,154.6880908683670,0,0.5
"15,000",Bologna,2019-09-15,Sun,Brescia,3-4,15:00,Stadio Mario Rigamonti,(3-1),2019,146.66864097479800,0,0.5
"14,068",Cagliari,2019-09-15,Sun,Parma,1-3,15:00,Stadio Ennio Tardini,(0-2),2019,629.3731365071680,0,0.5
"13,650",Lazio,2019-09-15,Sun,SPAL,2-1,15:00,Stadio Paolo Mazza,(0-1),2019,330.0713529202830,1,0.5
"34,407",Sassuolo,2019-09-15,Sun,AS Roma,4-2,18:00,Stadio Olimpico,(4-0),2019,341.8246503722720,1,0.5
"21,620",Lecce,2019-09-16,Mon,Torino,1-2,20:45,Stadio Olimpico di Torino,(0-1),2019,1007.9011537946000,0,0.5
"14,574",Genoa,2019-09-20,Fri,Cagliari,3-1,20:45,Sardegna Arena,(0-0),2019,579.631362219898,1,0.5
"19,611",Brescia,2019-09-21,Sat,Udinese,0-1,15:00,Dacia Arena,(0-0),2019,237.09978115772200,0,0.5
"39,945",Hellas Verona,2019-09-21,Sat,Juventus,2-1,18:00,Allianz Stadium,(1-1),2019,263.58593725305800,1,0.5
"70,440",Inter Milan,2019-09-21,Sat,AC Milan,0-2,20:45,Stadio Giuseppe Meazza,(0-0),2019,0,0,0.5
"25,513",AS Roma,2019-09-22,Sun,Bologna,1-2,15:00,Stadio Renato Dall'Ara,(0-0),2019,299.0253331111190,0,0.5
"10,314",Fiorentina,2019-09-22,Sun,Atalanta,2-2,18:00,Stadio Ennio Tardini,(0-1),2019,249.01613873809500,0,0.5
"21,644",Napoli,2019-09-22,Sun,Lecce,1-4,15:00,Stadio Comunale Via Del Mare,(0-2),2019,343.76141196480000,0,0.5
"31,404",Parma,2019-09-22,Sun,Lazio,2-0,20:45,Stadio Olimpico,(1-0),2019,361.13487726488000,1,0.5
"10,937",SPAL,2019-09-22,Sun,Sassuolo,3-0,12:30,Mapei Stadium - Città del Tricolore,(2-0),2019,77.12392927953620,1,0.5
